hadith-eng;reference;question #;question
"I was sitting beside Ibn ‘Umar, and we were waiting for the funeral of Umm Aban bint `Uthman bin `Affan. `Amr bin `Uthman was also present. Ibn ‘Abbas came, led by a guide, who told him where Ibn ‘Umar was. He came and sat beside me, so I was between them, and we heard a voice from inside the house, Ibn `Umar said: I heard the Messenger of Allah (ﷺ) say: `The deceased is tormented because of the crying of his family.` He said: And `Abdullah understood it as general in meaning. Ibn `Abbas said: We were with Ameer al-Muʼmineen ‘Umar until we came to some arid land, where we found a man who had halted in the shade of a tree. He said to me: Go and find out for me who that man is, I went and found that it was Suhaib. I came back to him and said: You told me to find out for you who that man is; it is Suhaib. He said: Tell him to join us. I said: He has his family with him. He said: Even if he has his family with him [and perhaps Ayyoob said on one occasion:Tell him to join us). When we came to Madinah, it was not long before Ameer al Muʼmineen [ʼUmar} was attacked. Suhaib came, saying O my brother, O my friend! `Umar said: Do you not know, or have you not heard, that the Messenger of Allah (ﷺ) said: `The deceased is tormented because of some of his family`s crying.” “Abdullah understood it as general in meaning, but ‘Umar said: some of [their] weeping. I went to `A`ishah, and I told her what Ibn `Umar had said. She said: No, by Allah, the Messenger of Allah (ﷺ) did not say, “The deceased is tormented because of the weeping of anyone.” Rather he said: “Allah increases the torment of the kafir because of his family`s weeping, and that it is He (Allah) Who makes (whom He wills) laugh, and makes (whom He wills) weep, “And no bearer of burdens shall bear another`s burden` [Al Anʼam 6:164].” Ayyoob said: Ibn Abu Mulaikah said: al-Qasim bin Muhammad told me: When `Aʼishah heard what ʼUmar and Ibn `Umar had said, she said. You are narrating to me from two who are not liars and are not to be suspected of being liars, but one may mishear.`Abdullah bin Abi Mulaikah narrated… and he mentioned a hadeeth similar to that of Ayyoob, except that he said: ibn `Umar said to `Amr bin `Uthman, when he was facing him: Why don`t you tell them not to weep? For the Messenger of Allah (ﷺ) said: `The deceased is tormented because of his family`s weeping for him.`";Musnad Ahmad 288, 289, Book 2, Hadith 197;question #6;How does the concept of individual responsibility relate to the actions of family members in Islamic teachings?
"`Umar would swear an oath three times, saying: By Allah, no one has more right to this wealth than anyone else, I have no more right to it than anyone else; there is no Muslim who does not have a share in this wealth, except a slave, but it is to be divided according to our categories in the light of the Book of Allah and our closeness to the Messenger of Allah (ﷺ). Thus it is to be given on the basis of a man`s efforts for the sake of lslam, his seniority in Islam, his support for Islam, and his need. By Allah, if I live, a shepherd in the mountains of San‘a’ will get his share of that wealth when he is tending his flock.";Musnad Ahmad 292, Book 2, Hadith 200;question #6;How does the concept of equality manifest in the distribution of wealth among Muslims?
"I heard `Abdullah bin `Umar say: `Umar said: Send me a doctor to examine this wound of mine. So they sent for an Arab doctor who gave ʼUmar nabeedh, and the nabeedh was mixed with blood when it came out of the stab wound that was beneath his navel. I [Ibn ‘Umar) called another doctor from among the Ansar, from the tribe of Banu Mu`awiyah. He gave him milk to drink and it came out of the wound solid and white, The doctor said to him: O Ameer al Mu’mineen, give your final instructions, `Umar said: The man from Banu Mu`awiyah has spoken the truth. If you had said anything else I would not have believed you. The people wept for him when they heard that, but he said: Do not weep for us; whoever wants to weep, let him leave. Did you not hear what the Messenger of Allah (ﷺ) said? He said: `The deceased is tormented by his family`s weeping for him.` Because of that, `Abdullah did not approve of any weeping if one of his sons or anyone else died.";Musnad Ahmad 294, Book 2, Hadith 202;question #6;How does the hadith illustrate the importance of verifying information before accepting it as truth?
I passed by Hisham bin Hakeem bin Hizam when he was reciting Sooratal-Furqan during the lifetime of the Messenger of Allah (ﷺ), I listened to his recitation and he was reciting in a manner different from the way in which the Messenger of Allah (ﷺ) had taught me to recite it. I was about to interrupt him whilst he was praying, but I waited until he finished his prayer, and then I tied his garment around his neck. I said to him: Who taught you this soorah that you are reciting? He said: The Messenger of Allah (ﷺ) taught it to me. I said to him: You are lying by Allah! He taught me this soorah that you recited. I brought him to the Messenger of Allah (ﷺ) and said, `O Messenger of Allah (ﷺ), I heard this man reciting Sooratal-Furqan in a way different to the way you taught it to me, and you taught me Sooratal-Furqan, The Prophet (ﷺ) said: Let him go, O `Umar: Recite it, O Hisham. So he recited it to him as I had heard him recite it. The Messenger of Allah (ﷺ) said, `Thus it was revealed.` Then he said to me, `Recite it,” so I recited it and he said, “Thus it was revealed.` Then the Messenger of Allah (ﷺ) is said: `This Qur`an has been revealed in seven different ways, so recite it in the way that is easiest for you.”It was narrated from al Miswar bin Makhramah and `Abdur-Rahman bin Abdul-Qari that  they heard Umar bin al Khattab say: I passed by Hisham bin Hakeem bin Hizam when he was reciting Sooratal-Furqan during the lifetime of the Messenger of Allah (ﷺ). I listened to his recitation and he was reciting in a way different from the way in which the Messenger of Allah (ﷺ) had taught me to recite it. I was about to interrupt him whilst he was praying, but I waited until he said the tasleem, and when he had said the tasleem,... and he narrated a similar report.;Musnad Ahmad 296, 297, Book 2, Hadith 204;question #6;How does this narration illustrate the process of verifying Qur'anic recitation during the Prophet's time?
"Wear izars and rida`s and wear shoes, but take off boots and pants; throw away the stirrups and jump onto your mounts. You should wear rough clothes and practise archery, and keep away from luxury and the dress of the non-Arabs, Beware of silk, for the Messenger of Allah (ﷺ) forbade it and said: `Do not wear silk except this much` - and the Messenger of Allah (ﷺ) gestured with two fingers.";Musnad Ahmad 301, Book 2, Hadith 208;question #6;What is the importance of simplicity and avoiding luxury in Islamic lifestyle?
"Learn from me three things, for I fear that the people will not come to me (before I die). As for me, I did not pass any judgement regarding kalalah and I did not appoint any successor to be in charge of the people after me, and every slave of his [Umar`s] will be free. The people said to him: Appoint a successor. He said: Whatever I do, it was done by someone better than me. If I leave the people to decide their affairs, the Prophet (ﷺ) of Allah did that, and if I appoint someone, one who is better than me did that, namely Abu Bakr, I said to him: Receive the glad tidings of Paradise; you accompanied the Messenger of Allah (ﷺ), your companionship with him was long; you were appointed in charge of the believers and you showed strength and fulfilled the trust. He said. As for your glad tidings to me of Paradise - `Affan [another narrator] said: No by Allah besides Whom there is no god- if I had the entire world and all that is in it, I would give it as a ransom from the terror of what lies before me, even before knowing the outcome. As for what you say about me being in charge of the believers` affairs, by Allah I wish that I could get out of it without gaining or losing anything. As for what you said about me accompanying the Prophet (ﷺ) of Allah, that is true.";Musnad Ahmad 322, Book 2, Hadith 228;question #6;What does the hadith suggest about the criteria for appointing a successor in Islamic governance?
When the Messenger of Allah (ﷺ) died and some people apostatised, ‘Umar bin al-Khattab said: O Abu Bakr, how can you fight the people, when the Messenger of Allah (ﷺ) said: “I have been commanded to fight the people until they say La ilaha illallah (There is no god but Allah), and whoever says La ilaha illallah, his wealth and his life are protected from me, and his reckoning will be with Allah`? Abu Bakr said: I will most certainly fight those who separate prayer and zakah, for zakah is what is due on wealth. By Allah, if they withhold from me a small she-goat that they used to give to the Messenger of Allah (ﷺ), I will certainly fight them for withholding it. ʻUmar said: By Allah, as soon as I saw that Allah had opened Abu Bakr`s heart to the idea of fighting I knew that he was right.;Musnad Ahmad 335, Book 2, Hadith 241;question #6;How did Umar bin al-Khattab's perspective change regarding Abu Bakr's decision to fight, and what influenced this change?
"`I have seen a dream, in which I saw myself being pecked by a rooster twice, and I think it signals my death. The people are telling me to appoint a caliph after me. Allah will not cause His caliphate or His religion to be lost, or that with which He sent His Prophet (ﷺ). If I die, then the caliphate is to be decided by a council of these six men with whom the Messenger of Allah (ﷺ) was pleased when he died, then whichever of them you swear allegiance to, listen to him and obey. I know that there are some men then who will seek to undermine this matter, and I have sought them with these two hands of mine in support of Islam. It they do that, then those are the enemies of Allah, the misguided disbelievers. By Allah, I am not leaving behind anything of more concern to me than kalalah. I asked the Prophet (ﷺ) of Allah  about it and he never spoke to me in such a harsh manner as he did with regard to that, to such an extent that he poked me in the chest or side with his hand or his finger and said: `O `Umar: The verse at the end of Soorah an Nisa’ that was revealed in summer is sufficient for you.” If I live, I will pass a judgement concerning it that no one who reads Qur`an or who does not read Qur`an will dispute. Then `Umar said: O Allah, bear witness concerning the governors of the regions; I sent them to teach the people their religion and the Sunnah of their Prophet (ﷺ), and to divide the sai` among them, and to judge between them on a fair basis, and whatever they found difficult they were to refer to me. Then he said: O people, you eat two plants that I think are nothing but distasteful, this garlic and onion. At the time of the Messenger of Allah (ﷺ), I would see that is the smell of these things was found on a man, he would be taken by the hand and led out to al-Baqee`. Whoever must eat them, let him cook them to death.ʻUmar said this in a khutbah on Friday, and was stabbed on Wednesday 26 Dhul Hijjah.";Musnad Ahmad 341, Book 2, Hadith 247;question #6;How did `Umar ensure the governors were fulfilling their duties in teaching religion and administering justice?
"I heard ‘Iyad al-Ash`ari say: i was present at al-Yarmouk and we had five commanders over us: Abu `Ubaidah bin al-Jarrah, Yazeed bin Abi Sufyan, Ibn Hasanah, Khalid bin al-Waleed and `Iyad - and this `Iyad was not the one who narrated reports to Simak. - `Umar (رضي الله عنه) said: If fighting occurs, then your commander is Abu `Ubaidah. So we wrote to him, saying: We are facing death; and we asked him for reinforcements. He wrote to us, saying: I have received your letter asking for reinforcements and I can tell you about who has the greatest support and the most ready troops.
Allah, may He be glorified and exalted, ask Him for support, for Muhammad (ﷺ) was caused to prevail on the day of Badr with fewer than your numbers. When this letter of mine reaches you, fight them without referring back to me. So we fought them, and we defeated them, pursuing and killing them for four parasangs, and we acquired wealth (booly). They discussed the issue (of booty) and ‘Iyad suggested to us that we should give ten for every head. And Abu ʼUbaidah said: Who will compete with me (in a horse race)? A young man said: I will, if you don`t get angry. Then he beat him, and I saw the two braids of Abu ‘Ubaidah flying as he raced behind him on an Arabian horse.";Musnad Ahmad 344, Book 2, Hadith 250;question #6;How does the historical context of the Battle of Badr serve as a source of inspiration for Muslims facing adversity?
"I did Haji and I came to Madinah the year ‘Umar was stabbed. He gave a speech and said: I dreamt that a red rooster pecked me once or twice-Shu`bah was riot certain - and what happened was that he was stabbed. The people were given permission to enter upon him. The first ones to enter upon him were the Companions of the Prophet (ﷺ), then the people of Madinah, then the people of Syria. Then permission was given to the people of Iraq, and I was among those who entered upon him. Every time people entered upon him, they praised him and wept. When we entered upon him, he had wrapped his stomach with a black turban cloth, and blood was flowing. We said: Give us some advice; and no one asked him for advice except us. Ile said: You have to adhere to the Book of Allah, for you will never go astray so long as you follow it. We said: Advise u5. He said: I urge you to be kind to the Muhajireen, for the people will increase in number and they will decrease. And I advise you to be kind to the Ansar, for they are the people of Islam with whom Islam sought refuge. And I advise you to be kind to the Bedouin, for they are your origin and your strength. And I advise you be kind to the non-Muslim people under your rule (ahludh-dhimmah), for they have a covenant with your Prophet (ﷺ) and they give you a source of income. You may leave now. And he did not say any more to us than these words. Muhammad bin Ja`far said: Shu’bah said: Then after that I asked him and he said concerning the Bedouin. I advise you to be kind to the Bedouin, for they are your brothers and the enemy of your enemy.It was narrated that Juwairiyyah bin Qudamah said:  I did Haji and I came to Madinah the year ‘Umar was stabbed. He gave a speech and said: I dreamt that a red rooster pecked me once or twice - Shu`bah was not certain - and only a week later, he was stabbed. And he mentioned a similar report, except that he said: And l advise you be kind to the non-Muslim people under your rule (ahludh-dhimmah), and honour the covenant of your Prophet (ﷺ). Then I asked him after that and he said concerning the Bedouin: I advise you to be kind to the Bedouin, for they are your brothers and the enemy of your enemy,";Musnad Ahmad 362, 363, Book 2, Hadith 266;question #6;What advice did Umar give to the people of Iraq when they visited him?
ʼUmar bin al-Khattab (رضي الله عنه) told me: Whilst we were with the Messenger of Allah (ﷺ) one day, a man came to us whose garment was exceedingly white and whose hair was exceedingly black, and we did not see any signs of travel on him, and none of us knew who he was. He came and sat before the Prophet (ﷺ), resting his knees against his and placing his hands on his thighs. He said: O Muhammad, tell me about Islam: what is Islam? The Messenger of Allah (ﷺ)  said: `Islam means to bear witness that there is no god except Allah and that Muhammad is the Messenger of Allah (ﷺ), to establish regular prayer, to pay zakali, to fast Ramadan and to perform pilgrimage to the House (the Ka`bah), if you have the means.` He said: You have spoken the truth. He (‘Umar) said: It amazed us, how he questioned him and said that he had spoken the truth. He said: Tell me about faith (Eeman). He said: `Faith is to believe in Allah, His angels, His Books, His Messengers, the Last Day, and to believe in al-qadar (the divine will and decree), both good and bad.` He said: You have spoken the truth. He said: Tell me about ihsan: what is ilisan? - Yazeed said: - `It is to worship Allah as if you can see Him, for although you cannot see Ilim, He sees you.` He said: Tell me about the Hour. He said: “The one who is asked about it does not know more than the one who is asking.” He said: Then tell me about its signs. Ise said: `When the slave woman gives birth to her mistress, and when you see the barefoot, naked, destitute shepherds competing in the construction of lofty buildings.” He [Umar] said: Then he went away. He sumar waited for a while - Yazeed said: three (days). Then he (the Prophet (ﷺ) said to me: `O`Umar, do you know who that questioner was?` I said: Allah and His Messenger know best. He said: “That was Jibreel, who came to you to teach you your religion.`Ibn ‘Umar said. `Umar (رضي الله عنه) told us: We were sitting with the Messenger of Allah (ﷺ) and he mentioned the same hadeeth, except that he said: No signs of travel were to be seen on him. And he- said: `Umar said: 1 waited for three (days), then the Messenger of Allah (ﷺ) said: “oʻUmar...”;Musnad Ahmad 367, 368, Book 2, Hadith 270;question #6;How does this narration illustrate the interaction between the Prophet (ﷺ) and Jibreel (Gabriel)?
l said to Ibn `Umar. We travel to different countries and we meet people who say there is no qadar (divine decree), Ibn `Umar said: If you meet them, tell them that `Abdullah bin `Umar has nothing to do with them and they have nothing to do with him-three times. Then he started narrating Whilst we were with the Messenger of Allah (ﷺ) , there came a man... and he described his appearance, The Messenger of Allah (ﷺ) said: Come closer, so he came closer. He said: Come closer, so he came closer. He said: Come closer, so he came closer, until his knees were nearly touching [the Prophet (ﷺ)`s] knees. Then he said: O Messenger of Allah (ﷺ), tell me what is faith [or about faith]. He said: “To believe in Allah. His Angels, His Books, His Messengers, the Last Day, and to believe in al-qadar.` - Sufyan said: I think he said: `... both good and bad.` He said: What is Islam? He said: “To establish prayer, pay zakah, perform pilgrimage to the House, to fast Ramadan and to do ghusl in the case of janabah.` For all of that, he [the stranger] said: You are right, you are right. The people said: We never saw any man show more respect to the Messenger of Allah (ﷺ) than this man did. It was as if he was teaching the Messenger of Allah (ﷺ) . Then he said: O Messenger of Allah, tell me about ihsan.He said: “It is to worship Allah as if you see Him, for even if you do not see Him. He sees you.` For all of that we said: We never saw any man show more respect to the Messenger of Allah (ﷺ)  than this man did, he said: You are right, you are right. He said: Tell me about the Hour. He said: “The one who is asked about it does not know more about it than one who is asking.` He said: You are right. He said it several times, and we never saw any man show more respect to the Messenger of Allah (ﷺ) than this man did. Then he left. Sufyan said: I heard that the Messenger of Allah (ﷺ) said: “Look for him,” but they did not find him. IIe said: `That was Jihree who came to you to teach you your religion. He never came to me in any form but I recognised him, except for this form.”It was narrated that Ibn Ya’mar said: I asked Ibn `Umar-or a man asked him: We travel in this land and we meet people who say, There is no qadar (divine decree), Ibn `Umar said: If you meet those people, tell them that ‘Abdullah bin `Umar has nothing to do with them and they have nothing to do with him - he said it three times. Then he told us. Whilst we were with the Messenger of Allah (ﷺ), a man came and said: O Messenger of Allah (ﷺ), may I draw closer? He said: `Come closer.` So he came a little closer, then he said: O Messenger of Allah (ﷺ), may I come closer? He said: `Come closer.” So he came a little closer, then he said: O Messenger of Allah (ﷺ), may I come closer? He said: `Come closer.” So he came a little closer until his knees were almost touching the knees of the Messenger of Allah (ﷺ) . Then he said: O Messenger of Allah (ﷺ), what is faith? - and he mentioned a similar report.;Musnad Ahmad 374, 375, Book 2, Hadith 276;question #6;How does this narration illustrate the role of Jibreel in teaching the religion of Islam?
Before the prohibition of khamr was revealed, ‘Umar said: O Allah, give us a clear ruling on khamr. Then the verse which is in Soorat al Baqarah was revealed: `They ask you (O Muhammad (ﷺ) concerning alcoholic drink and gambling. Say: “In them is a great sin...” [al-Baqarah 2:219]. `Umar was summoned and it was recited to him. He said: O Allah, give us a clear ruling on khamr, and the verse which is in Soorat an-Nisa` was revealed: “O you who believe Approach not As-Salah (the prayer) when you are in a drunken state.` [an-Nisa 4:43). When the Iqamah for prayer was given, the caller of the Messenger of Allah (ﷺ)  would call out: Do not approach the prayer drunk, ‘Umar was summoned and it was recited to him. He said: O Allah, give us a clear ruling on khamr, and this verse was revealed then Umar was summoned and recited to hirn when he reached `So, will you not then abstain?` |al-Ma`idah 5:91]. Then `Umar said: We abstain, we abstain.;Musnad Ahmad 378, Book 2, Hadith 279;question #6;How did Umar bin al-Khattab respond to the final revelation concerning abstaining from alcohol?
And diseases of the heart means dying. Wakee said: And turmoil (fitnah) from which he has not repented.;Musnad Ahmad 388, Book 2, Hadith 289;question #6;Why might the Prophet (ﷺ) have included feebleness of old age in his supplications for protection?
`Umar (رضي الله عنه) sat where the Messenger of Allah (ﷺ)  used to sit, in a place where funerals passed by. A funeral passed by and they said good things (about the deceased). He said:lt is due, Then another funeral passed by and they said good things (about the deceased). He said: It is due. Then another funeral passed by and they said good things (about the deceased). He said: It is due, Then another funeral passed by and they said: This man was the most dishonest of people. He said: The most dishonest of people is the one who tells the most lies about Allah, and the next worst is the one who is dishonest with his soul in his body. They said: What do you think if four people testify? He said: It is due. They said: Or three? He said: If they are three, it is due. They said: Or two? He said: It is due, and if I had asked about one, that would have been dearer to me than red camels. It was said to ‘Umar: Is this something that you are saying on the basis of your own opinion or is it something that you heard from the Messenger of Allah (ﷺ) He said: No, rather it is something that I heard from the Messenger of Allah (ﷺ);Musnad Ahmad 389, Book 2, Hadith 290;question #6;How does the opinion of the community affect the judgment of a person's life in Islamic tradition?
`Umar (رضي الله عنه) heard that when Sa`d built the palace, he said. Now there will be no more noise. ‘Umar sent Muhammad bin Maslamah to him, and when he arrived he took out some kindling and lit a fire, and he bought some wood for a dirham. It was said to Sa`d: A man has done such and such. He said: That is Muhammad bin Maslamah. He went out to him and swore by Allah that he never said that. He said: We will convey from you what you have said and we will do as we were instructed. So he burned the door. Then he [Sa`d] offered some supplies (to the envoy) but he refused. He left at midday and went to ‘Umar(رضي الله عنه), and he went and came back within nineteen days. He said: Were it not that I think well of you, I would have thought that you did not convey my message. He said: Yes I did convey it, he conveys his salam and apologises, and he swore by Allah that he did not say that. He said: Did he give you any provisions? He said: No. He said: What prevented you from supplying (sufficient, provisions to me yourself? He said: I did not want to instruct that you be given the cold whilst I had the hot [i.e., I could not have given you what you wanted of food and enjoyed plentiful food myself, when around me are the people of Madinah who are starving, for I heard the Messenger of Allah (ﷺ)  say: `No man should eat his fill when his neighbour is going without.”;Musnad Ahmad 390, Book 2, Hadith 291;question #6;How did ‘Umar verify the message conveyed by Muhammad bin Maslamah?
"I used to recite to ‘AbdurRahman bin ‘Awf, and he found me waiting for him. That was in Mina during the last Hajj performed by `Umar bin al-Khattab (رضي الله عنه) Abdur-Rahman bin `Awf said: A man came to `Umar bin al-Khattab and said: So and so is saying: If `Umar (رضي الله عنه) dies, I will swear allegiance to So and so. ʼUmar (رضي الله عنه) said: I will stand before the people today and warn them against these people who want to deprive them of their rights, `Abdur-Rahman said: I said: O Ameer al-Mu`mineen, do not do that, for the Hajj season brings together the riffraff and rabble among the people, and most of the people who gather around and listen to you will be of that type. Is you stand before the people, I am afraid that you will say something that they will spread and not understand it properly or interpret it properly. Rather wait until you come to Madinah, for it is the land of Hijrah and the Sunnah, and you will meet the most knowledgeable and noble people there, and you can say what you want to say with confidence; they wilt understand what you say and will interpret it correctly, `Umar (رضي الله عنه) said: If I reach Madinah safe and sound, I shall certainly talk to the people there in the first speech I deliver. When we came to Madinah at the end of Dhul-I-Iijah, it was a Friday. I set out early, ‘Umar did not care at what time he went out, because he did not pay attention to heat and cold and so on. I found Sa`eed bin Zaid at the right-hand corner of the minbar, he had got there before me. I sat down next to him, with my knee touching his knee, and it was not long before `Umar (رضي الله عنه)came. When I saw him, I said: He will certainly speak today on this minbar and say something that no one ever heard before. Sa`eed bin Zaid objected to that and said: What do you think he will say that no one said before? `Umar (رضي الله عنه)sat on the minbar, and when the mu`dhdhin fell silent, he stood up and praised and glorified Allah as He deserves, then he said: To proceed o people, I am going to tell you something that it has been decreed I should say. I do not know, perhaps it may signal my death. So whoever understands it and remembers it, let him narrate it to others wherever his mount takes him; whoever does not understand il, it is not permissible for him to tell lies about me. Allah, may He be blessed and exalted, sent Muhammad (ﷺ) with the truth and revealed the Book to him; among the things that were revealed to him was the verse of stoning [adulterers). We read it and understood it; the Messenger of Allah (ﷺ) stoned [adulterers] and we stoned adulterers] after him. But I fear that with the passage of time, some people will say: We do not find the verse of stoning in the Book of Allah, thus they will go astray by forsaking an  obligation that Allah revealed. Stoning is the due punishment in the Book of Allah for those who commit zina, both men and women, if they have been married and if proof is established, or there is a pregnancy or a confession, And we used to recite: Do not claim to be the offspring of anyone other than your fathers, as it is disbelief (or ingratitude) on your part to claim to be the offspring of anyone other than your fathers, Verily the Messenger of Allah (ﷺ) said: `Do not praise me excessively as `Eesa, the son of Maryam, was praised; rather I am the slave of Allah, so say, the slave of Allah and His Messenger.` I have heard that some among you are saying. If `Umar (رضي الله عنه) dies, I shall swear allegiance to So and so. No man should deceive himself by saying that the oath of allegiance to Abu Bakr was given suddenly and it was is successful. There is no doubt that this is the case, but Allah, may He be glorified and exalted, saved the to 2 people from its bad consequences and there is no one among you today who has the qualities of Abu Bakr (رضي الله عنه) What happened to us when the Messenger of Allah (ﷺ) died was that ‘Ali, az-Zubair and those who were with them stayed behind in the house of Fatimah, the daughter of the Messenger of Allah (ﷺ), and all the Ansar stayed behind and gathered in Saqeefat Banu Sa`idah, whilst the Muhajireen gathered around Abu Bakr (رضي الله عنه) I said to him; O Abu Bakr, let us go to our brothers, the Ansar. So we set out, looking for them, then we were met by two righteous men who told us what the people had done, and said: where are you going, O Muhajireen? I said: We are looking for these brothers of ours, the Ansar, They said. You should not go near them; do whatever you have already decided, O Muhajireen. I said: By Allah, we will go to them. So we carried on until we came to them in Saqeefat Banu Sa`idah, where we found them gathered and among them was a man wrapped up [in a garment. I said: Who is this? They said: Sa`d bin `Ubadah. ! said: What is the matter with him? They said: He is sick. After we sat down, their spokesman stood up and praised and glorified Allah, may He glorified and exalted, as He deserves, then he said: To proceed. We are the supporters (Ansar) of Allah and the majority of the Muslim army. You, O Muhajireen, are a small group among us. Some of you came to us, wanting to deny who we are and prevent us from attaining a position of authority. When he fell silent, I wanted to present a speech that I had prepared and that I liked in front of Abu Bakr (رضي الله عنه) I used to avoid provoking him and he was more forbearing and more dignified than me. But Abu Bakr (رضي الله عنه) said: Wait a while. I did not like to make him angry, and he was more knowledgeable and more dignified than me. By Allah, he did not omit any word that I liked in the speech I had prepared but he said something like it or better, speaking spontaneously, until he finished speaking. Then he said: To proceed. Whatever you have mentioned about your achievements and virtues, is correct. The Arabs would not acknowledge the leadership of anyone except someone from this tribe of Quraish, for they are the best of the Arabs in lineage and location. I am pleased to suggest to you one of these two men, whichever of them you want. Then he took hold of my hand and the hand of Abu `Ubaidah bin al-Jarrah, and I disliked nothing of what he had said apart from this, for by Allah, I would rather have my neck struck for no sin on my part than to become the leader of people among whom was Abu Bakr (رضي الله عنه) unless my own self suggested something at the time of death. One of the Ansar said: I am the post on which the camel with a skin disease scratches itself and I am like a high class palm tree [i.e., a noble]. [I suggest] a ruler from among us and a ruler from among you, O Quraish. - I the narrator said to Malik; What does ‘I am the post on which the cainc! with a skin disease scratches itself and I am like a high class palm tree` mean? He said:It is as if he is saying, I am the smart one who has the answer. - Then there was a great deal of clamour and raised voices, to such an extent that I feared there would be a conflict, so I said: Hold out your hand, O Abu Bakr. So he held out his hand and I swore allegiance to him, and the Muhajireen swore allegiance to him, then the Ansar swore allegiance to him. Thus we surrounded Sa`d bin ‘Ubadah. One of them said: You have killed Sa`d i said: May Allah kill Sa’d! And `Umar (رضي الله عنه) said: By Allah, we never encountered any problem greater than the swearing of allegiance to Abu Bakr (رضي الله عنه) . We were afraid that if we left the people without having sworn allegiance to anyone, they might swear allegiance after we were gone, so we would either follow in their footsteps and swear allegiance to someone we were not pleased with, or we would disagree with them and that would cause trouble. If anyone swears allegiance to a leader without consulting the Muslims, there is no allegiance for him and no allegiance to the one who swore allegiance to him, lest both of them be killed. Malik said: Ibn Shihab told me, from `Urwah bin az-Zubair, that the men whom they met were `Uwaim bin Sa`idah and Ma`n bin `Adiyy. Ibn Shihab said. Sa`eed bin al-Musayyab told me that the one who said, I am the post on which the camel with a skin disease scratches itself and I am like a high class palm tree, was al-lubab bin al-Mundhir.";Musnad Ahmad 391, Book 3, Hadith 1;question #6;What was the reaction of the Ansar and Muhajireen during the discussion of leadership after the Prophet's death?
"Ibn ‘Abbas (رضي الله عنه) said to us.  I said to ‘Uthman bin `Affan: What made you take al-Anfal, which is one of al-Mathani (the seven long soorahs), and Bara`ah, which is one of al-Mi`een (soorahs with one hundred verses or thereabouts), and put them next to one another and not write - Ibn Ja`far said: A line between them saying Bismillahir-Rahmanir-Raheem - and you put them with the seven long ones? What made you do that? `Uthman (رضي الله عنه)said: Sometimes many soorahs would be revealed (incomplete) to the Messenger of Allah (ﷺ) , and when something was revealed he would call one of the scribes to write it down for him and say: “Put this in the Soorah in which such and such is mentioned`; and verses would be revealed to him and he would say, `Put these verses in the soorah in which such and such is mentioned”; and a verse would be revealed to him and he would say: `Put this verse in the soorah in which such and such is mentioned.” Al-Anfal was one of the first soorahs to be revealed in Madinah and Bara`ah was one of the last soorahs of the Qur`an, and the stories and content of the two soorahs were similar. 
Then the Messenger of Allah (ﷺ)  passed away without having stated clearly to us that it was part of it, but we thought that it was, hence I put them together and I did not put between them the line Bismillahir-Rahmanir-Raheem. Ibn Ja`far said: I put it with the seven long ones.";Musnad Ahmad 399, Book 4, Hadith 1;question #6;What similarities exist between the content of Surahs Al-Anfal and Bara'ah?
"he rinsed his mouth and nose, then he washed his face three times, his arms three times each, and wiped his head and the tops of his feet, then he smiled and said to his companions: Aren`t you going to ask me what made me smile? They said: What made you smile, O Ameer al-Mu`mineen? He said: I saw the Messenger of Allah (ﷺ)  call for water near this spot, then he did wudoo’ as I have done it, then he smiled and said: `Aren`t you going to ask me what made me smile?` They said: What made you smile, O Messenger of Allah (ﷺ)? He said: “If a person calls for (water for) wudoo’, then he washes his face, Allah will remove from him every sin that he committed with his face; when he washes his arms, the same applies; when he wipes his head, the same applies; when he purifies his feet, the same applies.”";Musnad Ahmad 415, Book 4, Hadith 16;question #6;How does the act of wudoo' relate to the forgiveness of sins committed by different parts of the body?
My masters married me to a Roman slave girl of theirs. I was intimate with her and she bore me a boy who was black like me and i named him `Abdullah. Then l was intimate with her again and she bore me a boy who was black like me, and I named him Ubaidullah. Then she was corrupted by a Roman slave of my masters, whose name was Yuhannas and he spoke to her in their language. Then she gave birth to a boy who looked like a lizard (i.e., was very fair). I said to her: What is this? She said: He is the child of Yohannas. So we referred the case to Ameer al-Mu`mineen `Uthman (رضي الله عنه) - Mahdi said: I think he said: And he asked then both- and they confessed. He said. Will you agree to me passing judgement between you according to the judgement of the Messenger of Allah (ﷺ) ? He said: The Messenger of Allah (ﷺ)  ruled that the child be attributed to the (husband of the) woman, and the fornicator gets nothing. Mahdi said: and I think he said: He flogged her and him, and they were both slaves,It was narrated from Rabah... he mentioned a similar hadeeth. He said: I took them to Ameer al-Mu`mineen `Uthman bin `Affan {رضي الله عنه}, who said: The Messenger of Allah (ﷺ)  ruled that the child be attributed to (the husband of the woman... and he mentioned a similar report;Musnad Ahmad 416, 417, Book 4, Hadith 17;question #6;What is the significance of the judgment of the Messenger of Allah (ﷺ) in resolving legal disputes in Islam?
