surah_no,ayah_no,text
16,45,"{45 ـ 47} هذا تخويفٌ من الله تعالى لأهل الكفر والتكذيب وأنواع المعاصي من أن يأخذَهم بالعذاب على غِرَّة وهم لا يشعرون: إمَّا أن يأخُذَهم العذاب من فوقهم، أو من أسفل منهم بالخَسْفِ وغيره، وإما في حال تقلُّبهم وشغلهم وعدم خطور العذاب ببالهم، وإما في حال تخوُّفهم من العذاب؛ فليسوا بمعجزِين الله في حالة من هذه الأحوال، بل هم تحت قبضته، ونواصيهم بيده، ولكنه رءوف رحيم، لا يعاجل العاصين بالعقوبة، بل يمهلهم ويعافيهم ويرزقهم، وهم يؤذونه ويؤذون أولياءه، ومع هذا يَفْتَحُ لهم أبواب التوبة، ويدعوهم إلى الإقلاع عن السيئات التي تضرُّهم، ويَعِدُهم بذلك أفضلَ الكرامات ومغفرةَ ما صدر منهم من الذنوب؛ فليستحِ المجرمُ من ربِّه أن تكون نعمُ اللهِ عليه نازلةً في جميع [اللحظات] ومعاصيه صاعدة إلى ربِّه في كلِّ الأوقات، وليعلم أنَّ الله يمهلُ ولا يهملُ، وأنه إذا أخذ العاصي؛ أخذه أَخْذَ عزيزٍ مقتدرٍ؛ فليتبْ إليه، وليرجعْ في جميع أموره إليه؛ فإنَّه رءوف رحيم؛ فالبدارَ البدارَ إلى رحمته الواسعة، وبرِّه العميم، وسلوك الطرق الموصلة إلى فضل الربِّ الرحيم، ألا وهي تقواه، والعمل بما يحبُّه ويرضاه."
16,46,16:45
16,47,16:45
16,48,"يقول تعالى: {أولم يروا}؛ أي: الشاكُّون في توحيد ربِّهم وعظمته وكماله، {إلى ما خَلَقَ الله من شيء}؛ أي: إلى جميع مخلوقاته، وكيف تتفيَّأ أظلتها {عن اليمين والشمائل سُجَّداً لله}؛ أي: كلها ساجدةٌ لرِّبها خاضعة لعظمته وجلاله، {وهم داخِرونَ}؛ أي: ذليلون تحت التسخير والتدبير والقهر، ما منهم أحدٌ إلاَّ وناصيته بيد الله وتدبيره عنده."
16,49,"{ولله يسجد ما في السمواتِ وما في الأرضِ من دابَّة}: من الحيوانات الناطقة والصامتة، {والملائكةُ}: الكرام، خصَّهم بعد العموم لفضلهم وشرفهم وكثرة عبادتهم، ولهذا قال:{وهم لا يستكۡبِرونَ}؛ أي: عن عبادته؛ على كثرتهم وعظمة أخلاقهم وقوَّتهم؛ كما قال تعالى:{لن يستنكفَ المسيحُ أن يكون عبداً لله ولا الملائكة المقربون}."
16,50,"{يخافون ربَّهم من فوقهم}: لمَّا مدحَهم بكَثْرَةِ الطاعة والخضوع لله؛ مدحَهم بالخوفِ من الله الذي هو فوقهم بالذات والقهر وكمال الأوصاف؛ فهم أذلاَّء تحت قهره. {ويفعلون ما يؤمرون}؛ أي: مهما أمرهم الله تعالى؛ امتثلوا لأمره طوعاً واختياراً. وسجود المخلوقات لله تعالى قسمان: سجودُ اضطرار ودلالةٍ على ما له من صفات الكمال، وهذا عامٌّ لكل مخلوق من مؤمنٍ وكافرٍ وبَرٍّ وفاجرٍ وحيوانٍ ناطقٍ وغيرِه. وسجودُ اختيارٍ يختصُّ بأوليائه وعباده المؤمنين من الملائكة وغيرهم من المخلوقات."
16,51,"يأمر تعالى بعبادته وحده لا شريك له، ويستدلُّ على ذلك بانفراده بالنعم [والوحدانية]، فقال: و {لا تتَّخذوا إلهين اثنين}؛ أي: تجعلون له شريكاً في إلهيَّته، وهو {إنَّما هو إلهٌ واحدٌ}: متوحِّد في الأوصاف العظيمة، متفرِّد بالأفعال كلِّها؛ فكما أنَّه الواحد في ذاته وأسمائِهِ ونعوته وأفعاله؛ فَلْتُوحِّدوه في عبادته، ولهذا قال:{فإيَّايَ فارۡهَبونِ}؛ أي: خافوني، وامتثلوا أمري، واجتنبوا نهيي من غير أن تشركوا شيئاً من المخلوقات؛ فإنَّها كلها لله تعالى مملوكة."
16,52,"فـ {لَه ما في السموات والأرضِ وله الدِّينُ واصِباً}؛ أي: الدين والعبادة والذُّلُّ في جميع الأوقاتِ لله وحدَه على الخلق أن يُخْلِصوه لله ويَنْصَبِغوا بعبوديَّته. {أفغير الله تتَّقونَ}: من أهل الأرض أو أهل السماوات؛ فإنَّهم لا يملِكون لكم ضرًّا ولا نفعاً، والله المنفرد بالعطاء والإحسان."
16,53,"{وما بكم من نعمةٍ}: ظاهرةٍ وباطنةٍ {فمِنَ الله}: لا أحد يَشْرَكُه فيها، {ثم إذا مسَّكُم الضُّرُّ}: من فقر ومرض وشدَّة {فإليه تجأرونَ}؛ أي: تضجُّون بالدُّعاء والتضرُّع لعلمكم أنَّه لا يدفعُ الضرَّ والشدَّة إلاَّ هو؛ فالذي انفرد بإعطائكم ما تحبُّون، وصرف ما تكرهون، هو الذي لا تنبغي العبادة إلا له وحده.
{54 ـ 55} ولكنَّ كثيراً من الناس يظلمون أنفسهم ويجحدون نعمةَ الله عليهم إذا نجَّاهم من الشدَّة ـ فصاروا في حال الرخاء ـ؛ أشركوا به بعض مخلوقاته الفقيرة، ولهذا قال:{ليكفروا بما آتيناهم}؛ أي: أعطيناهم؛ حيث نَجَّيْنَاهم من الشدة، وخلَّصناهم من المشقَّة. {فتمتَّعوا}: في دُنياكم قليلاً {فسوف تعلمونَ}: عاقبة كفرِكُم."
16,54,16:51
16,55,16:51
16,56,"يخبر تعالى عن جهل المشركين وظلمهم وافترائهم على الله الكذب، وأنَّهم يجعلون لأصنامهم التي لا تعلمُ ولا تنفعُ ولا تضرُّ نصيباً مما رزقهم الله وأنعم به عليهم، فاستعانوا برزقِهِ على الشرك به، وتقرَّبوا به إلى أصنام منحوتةٍ؛ كما قال تعالى:{وجعلوا لله مما ذَرَأ من الحَرۡث والأنعام نصيباً فقالوا هذا لله بزعمِهِم وهذا لشركائِنا فما كانَ لشرَكائِهِم فلا يَصِلُ إلى الله ... } الآية. {تالله لَتُسۡألُنَّ عما كنتُم تفترون}: ويُقال: {آللهُ أمركم بهذا أم على الله تفترون}؟ وما ظنُّ الذين يفترون على الله الكذب يوم القيامة؟! فيعاقبهم على ذلك أشدَّ العقوبة.
{57 ـ 59}{ويجعلون لله البناتِ}: حيث قالوا عن الملائكةِ العبادِ المقرَّبين: إنَّهم بناتُ الله، {ولهم ما يشتهونَ}؛ أي: لأنفسهم الذُّكور، حتى إنهم يكرهون البنات كراهةً شديدةً؛ فكان أحدهم {إذا بُشِّرَ بالأنثى ظلَّ وجهُهُ مسودًّا}: من الغمِّ الذي أصابه، {وهو كظيمٌ}؛ أي: كاظم على الحزن والأسف إذ بُشِّرَ بأنثى، وحتى إنه يُفْتَضَح عند أبناء جنسه، ويتوارى منهم من سوء ما بُشِّرَ به، ثم يُعْمِلُ فكرَه ورأيَه الفاسد فيما يصنع بتلك البنت التي بُشِّرَ بها:{أيُمۡسِكُه على هُوۡنٍ}؛ أي: يتركها من غير قتل على إهانةٍ وذلٍّ، {أم يدسُّه في التُّراب}؛ أي: يدفنها وهي حيَّة، وهو الوأدُ الذي ذمَّ الله به المشركين. {ألا ساء ما يحكُمون}: إذ وصفوا الله بما لا يَليق بجلاله من نسبة الولد إليه، ثم لم يكفِهِم هذا حتى نسبوا له أردأ القسمين، وهو الإناث اللاتي يأنفون بأنفسهم عنها ويكرهونها؛ فكيف ينسبونها لله تعالى؟! فبئس الحكم حكمهم."
16,57,16:56
16,58,16:56
16,59,16:56
16,60,"ولما كان هذا من أمثال السَّوْء التي نسبها إليه أعداؤه المشركون؛ قال تعالى:{للذين لا يؤمنون بالآخرة مَثَلُ السَّوۡء}؛ أي: المثل الناقص والعيب التامُّ. {ولله المَثَل الأعلى}: وهو كلُّ صفة كمال، وكلُّ كمال في الوجود فالله أحقُّ به من غير أن يستلزم ذلك نقصاً بوجه، وله المثل الأعلى في قلوب أوليائه، وهو التعظيم والإجلال والمحبَّة والإنابة والمعرفة. {وهو العزيزُ}: الذي قَهَرَ جميع الأشياء، وانقادت له المخلوقاتُ بأسرها. {الحكيمُ}: الذي يَضَعُ الأشياء مواضِعَها فلا يأمر ولا يفعل إلا ما يُحمد عليه، ويُثنى على كماله فيه."
16,61,"لما ذكر تعالى ما افتراه الظالمون عليه؛ ذَكَرَ كمال حلمِهِ وصبرِهِ، فقال:{ولو يؤاخِذُ الله الناس بظلمِهِم}: من غير زيادة ولا نقص، {ما تَرَكَ} على ظهرها {من دابَّة}؛ أي: لأهلك المباشرين للمعصية وغيرهم من أنواع الدوابِّ والحيوانات؛ فإنَّ شؤم المعاصي يَهْلِكُ به الحرث والنسل. {ولكن يؤخِّرُهم}: عن تعجيل العقوبة عليهم، {إلى أجل مسمًّى}: وهو يوم القيامة. {فإذا جاء أجلُهم لا يستأخِرونَ ساعةً ولا يستقدِمونَ}: فليَحْذَروا ما داموا في وقتِ الإمهال قبل أن يجيء الوقتُ الذي لا إمهالَ فيه."
16,62,"يخبر تعالى أنَّ المشركين {يجعلون لله ما يكرهون}: من البنات ومن الأوصاف القبيحة، وهو الشرك؛ بصرف شيء من العبادات إلى بعض المخلوقات التي هي عبيدٌ لله؛ فكما أنهم يكرهون ولا يرضَوْن أن يكونَ عبيدُهم ـ وهم مخلوقون من جنسِهم ـ شركاءَ لهم فيما رزقهم الله؛ فكيف يَجْعَلون له شركاءَ من عبيده؟ {و}: هم مع هذه الإساءة العظيمةِ، {تَصِفُ ألسنتُهم الكَذِبَ أنَّ لهم الحسنى}؛ أي: أن لهم الحالة الحسنة في الدنيا والآخرة؛ ردَّ عليهم بقوله:{لا جَرَمَ أنَّ لهم النارَ وأنَّهم مُفۡرَطونَ}: مقدمون إليها، ماكثون فيها، غير خارجين منها أبداً."
16,63,"بين تعالى لرسوله - صلى الله عليه وسلم - أنه ليس هو أول رسول كُذِّب، فقال تعالى:{تاللهِ لقد أرسَلۡنا إلى أمم من قبلِكَ}: رسلاً يدعونَهم إلى التوحيد، {فزيَّنَ لهم الشيطانُ أعمالَهم}: فكذَّبوا الرسل، وزعموا أنَّ ما هم عليه هو الحقُّ المنجِّي من كلِّ مكروه، وأنَّ ما دعت إليه الرسل؛ فهو بخلاف ذلك، فلما زيَّن لهم الشيطان أعمالَهم؛ صار {وليُّهم}: في الدنيا، فأطاعوه واتَّبعوه وتولَّوْه، {أفتتَّخِذونَهُ وذُرِّيَّتَهُ أولياء من دوني وهم لكم عدوٌّ بئسَ للظالمينَ بدلاً}. {ولهم عذابٌ أليمٌ}: في الآخرة؛ حيث تولَّوا عن ولاية الرحمن ورَضُوا بولاية الشيطان، فاستحقُّوا لذلك عذاب الهوان."
16,64,16:65
16,65,"عن الله مواعظه وتذكيره، فيستدلُّون بذلك على أنَّه وحده المعبود، الذي لا تنبغي العبادة إلاَّ له وحده؛ لأنَّه المنعم بإنزال المطر وإنبات جميع أصناف النبات، وعلى أنه على كلِّ شيءٍ قديرٌ، وأنَّ الذي أحيا الأرض بعد موتها قادرٌ على إحياء الأموات، وأن الذي نشر هذا الإحسان لذو رحمةٍ واسعةٍ وجودٍ عظيمٍ."
16,66,"أي: {إنَّ لكُم في الأنعام}: التي سخَّرها الله لمنافعكم، {لعبرةً}: تستدلُّون بها على كمال قدرة الله وسعة إحسانه؛ حيث أسقاكم من بطونها المشتملة على الفَرْث والدَّم، فأخرج من بين ذلك لبناً خالصاً من الكدر سائغاً للشاربين للذَّته ولأنه يُسقي ويغذي؛ فهل هذه إلاَّ قدرة إلهيَّة لا أمور طبيعيَّة؟! فأي شيء في الطبيعة يقلب العلف الذي تأكُلُه البهيمة والشراب الذي تشربه من الماء العذب والملح لبناً خالصاً سائغاً للشاربين؟!"
16,67,"وجعل تعالى لعباده من ثمرات النخيل والأعناب منافع للعباد ومصالح من أنواع الرزق الحسن الذي يأكُلُه العباد طريًّا ونضيجاً وحاضراً ومدَّخراً وطعاماً وشراباً يُتَّخَذُ من عصيرها ونبيذها ومن السَّكَر الذي كان حلالاً قبل ذلك، ثمَّ إن الله نَسَخَ حِلَّ المسكرات وأعاض عنها بالطيِّبات من الأنبذة وأنواع الأشربة اللذيذة المباحة، ولهذا قال من قال: إنَّ المراد بالسَّكَر هنا الطعام والشراب اللذيذ، وهو أولى من القول الأول. {إنَّ في ذلك لآية لقوم يعقلونَ}: عن الله كمال اقتداره؛ حيث أخرجها من أشجارٍ شبيهةٍ بالحطب، فصارت ثمرةً لذيذةً وفاكهةً طيبةً، وعلى شمول رحمته؛ حيث عمَّ بها عباده، ويسَّرها لهم، وأنَّه الإله المعبود وحَده؛ حيثُ إنه المنفردُ بذلك."
16,68,"{68 ـ 69} في خلق هذه النَّحلة الصغيرة، التي هداها الله هذه الهداية العجيبة، ويَسَّر لها المراعي، ثم الرجوع إلى بيوتها التي أصلحتها بتعليم الله لها وهدايته لها، ثم يخرج من بطونها هذا العسل اللذيذ مختلف الألوان بحسب اختلاف أرضها ومراعيها؛ فيه شفاء للناس من أمراض عديدة؛ فهذا دليلٌ على كمال عناية الله تعالى وتمام لطفه بعباده، وأنَّه الذي لا ينبغي أن يُحَبَّ غيره، ويُدْعى سواه."
16,69,16:68
16,70,"يخبر تعالى أنه الذي خَلَقَ العباد ونقلهم في الخليقة طوراً بعد طور، ثم بعد أن يستكملوا آجالهم يتوفَّاهم، ومنهم من يُعَمِّرُهُ حتى يُرَدَّ {إلى أرذل العُمُر}؛ أي: أخسّه، الذي يبلغ به الإنسان إلى ضَعْف القوى الظاهرة والباطنة، حتى العقل الذي هو جوهر الإنسان يزيد ضَعْفُهُ، حتى إنَّه ينسى ما كان يعلمه، ويصير عقلُهُ كعقل الطفل، ولهذا قال:{لِكَيۡ لا يعلم بعدَ علم شيئاً إنَّ الله عليمٌ قديرٌ}؛ أي: قد أحاط علمه وقدرته بجميع الأشياء، ومن ذلك ما يُنَقِّلُ به الآدميَّ من أطوار الخلقة خلقاً بعد خلقٍ؛ كما قال تعالى:{الله الذي خَلَقَكُم من ضَعۡفٍ ثم جعل من بعدِ ضَعۡفٍ قُوَّةً ثم جعل من بعد قُوَّةٍ ضعفاً وشيبةً يَخۡلُقُ ما يشاء وهو العليم القديرُ}."
16,71,"وهذا من أدلة توحيده وقبح الشرك به؛ يقول تعالى: كما أنكم مشتركون بأنَّكم مخلوقون مرزوقون؛ إلاَّ أنَّه تعالى {فضَّلَ بعضَكم على بعض في الرزق}: فجعل منكم أحراراً لهم مالٌ وثروةٌ، ومنكم أرقَّاء لهم لا يملكونَ شيئاً من الدنيا؛ فكما أن سادتهم الذين فضَّلهم الله عليهم بالرزق ليسوا {برادِّي رزقِهِم على ما مَلَكَتۡ أيمانُهم فهم فيه سواءٌ}: ويرون هذا من الأمور الممتنعة؛ فكذلك مَنْ أشركتُم بها مع الله؛ فإنَّها عبيدٌ ليس لها من الملك مثقال ذَرَّةٍ؛ فكيف تجعلونها شركاء لله تعالى؟! هل هذا إلاَّ مِنْ أعظم الظُّلم والجحود لنعم الله، ولهذا قال:{أفبنعمةِ الله يَجۡحَدُونَ}؛ فلو أقرُّوا بالنعمة ونسبوها إلى مَنْ أولاها؛ لما أشركوا به أحداً."
16,72,"يخبر تعالى عن منَّته العظيمة على عباده؛ حيث جعل لهم أزواجاً ليسكنُوا إليها، وجعل لهم من أزواجهم أولاداً تَقَرُّ بهم أعينُهم ويخدِمونهم ويقضونَ حوائِجَهم وينتفعونَ بهم من وجوهٍ كثيرةٍ، ورزَقَهم من الطيبات من المآكل والمشارب والنِّعم الظاهرة التي لا يقدِرُ العبادُ أن يُحْصوها. {أفبالباطلِ يؤمنونَ وبنعمةِ الله هم يكفُرون}؛ أي: أيؤمنون بالباطل الذي لم يكن شيئاً مذكوراً، ثم أوجَدَه الله، وليس له من وجوده سوى العدم؟ فلا تَخْلُقُ ولا تَرْزُقُ ولا تدبِّرُ من الأمور شيئاً، وهذا عامٌّ لكلِّ ما عُبِدَ من دون الله؛ فإنَّها باطلةٌ؛ فكيف يتَّخذها المشركون من دون الله. {وبنعمة الله هم يكفرون}: يجحَدونها، يستعينون بها على معاصي الله والكفر به، هل هذا إلاَّ من أظلم الظُّلم وأفجر الفجور وأسفه السَّفَه؟!"
16,73,16:75
16,74,16:75
16,75,"أحدهما: عبدٌ مملوكٌ؛ أي: رقيق لا يملك نفسَه ولا يملكُ من المال والدُّنيا شيئاً، والثاني: حرٌّ غنيٌّ قد رزقه الله منه رزقاً حسناً من جميع أصناف المال، وهو كريمٌ محبٌّ للإحسان؛ فهو ينفِقُ منه سرًّا وجهراً؛ هل يستوي هذا وذاك؟! لا يستويانِ؛ مع أنَّهما مخلوقان، غير محال استواؤُهما؛ فإذا كانا لا يستويان؛ فكيف يستوي المخلوقُ العبدُ الذي ليس له ملكٌ ولا قدرةٌ ولا استطاعةٌ، بل هو فقير من جميع الوجوه، بالربِّ الخالق المالك لجميع الممالك، القادر على كلِّ شيءٍ؟! ولهذا حمد نفسه واختصَّ بالحمدِ بأنواعه، فقال:{الحمدُ لله}: فكأنَّه قيلَ: إذا كان الأمرُ كذلك؛ فلم سوَّى المشركون آلهتهم بالله؟! قال:{بل أكثرُهم لا يعلمونَ}: فلو علموا حقيقة العلم؛ لم يتجرَّؤوا على الشرك العظيم."
16,76,"والمثل الثاني: مَثَلُ {رجلين أحدُهما أبكمُ}: لا يسمعُ ولا ينطِقُ، و {لا يقدِرُ على شيءٍ}: لا قليل ولا كثير، {وهو كَلٌّ على مولاه}؛ أي: يخدمه مولاه ولا يستطيع هو أن يخدِمَ نفسه؛ فهو ناقصٌ من كلِّ وجه، فهل يَسْتَوي هذا ومَنْ كان {يأمُرُ بالعدل وهو على صراطٍ مستقيم}: فأقوالُهُ عدلٌ وأفعاله مستقيمةٌ؛ فكما أنهما لا يستويان؛ فلا يستوي مَنْ عُبِدَ من دون الله وهو لا يقدِرُ على شيء من مصالحه؛ فلولا قيامُ الله بها؛ لم يستطعْ شيئاً منها، لا يكون كفواً ولا ندًّا لمن لا يقولُ إلاَّ الحقَّ، ولا يفعلُ إلاَّ ما يُحْمَدُ عليه."
16,77,"أي: هو تعالى المنفرد بغيبِ السماوات والأرض؛ فلا يعلم الخفايا والبواطنَ والأسرارَ إلاَّ هو، ومن ذلك علمُ الساعة؛ فلا يدري أحدٌ متى تأتي إلا اللهُ؛ فإذا جاءت وتجلَّت؛ لم تكنْ {إلاَّ كلمح البصرِ أو هو أقربُ}: من ذلك، فيقومُ الناس من قبورِهم إلى يوم بعثِهِم ونُشورِهم، وتفوتُ الفرصُ لمَنْ يريد الإمهال. {إنَّ الله على كلِّ شيءٍ قديرٌ}: فلا يُستغرب على قدرته الشاملة إحياؤه للموتى."
16,78,"أي: هو المنفرد بهذه النِّعم؛ حيث {أخرجكم من بطون أمَّهاتِكم لا تعلمونَ شيئاً}: ولا تقدِرون على شيءٍ. ثم إنَّه {جَعَلَ لكم السمعَ والأبصارَ والأفئدةَ}: خصَّ هذه الأعضاء الثلاثة لشرفِها وفضلِها ولأنَّها مفتاحٌ لكلِّ علم؛ فلا وَصَلَ للعبد علمٌ إلاَّ مِنْ أحدِ هذه الأبواب الثلاثة، وإلاَّ؛ فسائر الأعضاء والقوى الظاهرة والباطنة هو الذي أعطاهم إيَّاها وجعل يُنَمِّيها فيهم شيئاً فشيئاً إلى أن يصل كلُّ أحدٍ إلى الحالة اللائقة به، وذلك لأجل أن يشكروا الله باستعمال ما أعطاهم من هذه الجوارح في طاعة الله؛ فمن استعملها في غير ذلك؛ كانتْ حجَّةً عليه، وقابل النعمة بأقبح المعاملة."
16,79,"أي: لأنهم المنتفعون بآيات الله، المتفكِّرون فيما جُعِلَتْ آيةٌ عليه، وأما غيرهم؛ فإنَّ نظرهم نظرُ لهوٍ وغفلةٍ. ووجه الآية فيها أنَّ الله تعالى خَلَقَها بخلقةٍ تَصْلُحُ للطيران، ثم سخَّر لها هذا الهواء اللطيف، ثم أودعَ فيها من قوَّة الحركة ما قدرت به على ذلك، وذلك دليلٌ على حكمتِهِ وعلمِهِ الواسع وعنايتِهِ الربانيَّة بجميع مخلوقاتِهِ وكمال اقتدارِهِ؛ تبارك ربُّ العالمين."
16,80,"يذكِّر تعالى عبادَه نعمه، ويستدعي منهم شكرها والاعتراف بها، فقال:{والله جعل لكم من بيوتِكُم سَكَناً}: في الدُّور والقصور ونحوها، تُكِنُّكم من الحرِّ والبرد، وتستُركم أنتم وأولادكم وأمتعتكم، وتتَّخذون فيها البيوت والغرف، والبيوت التي هي لأنواع منافعكم ومصالحكم، وفيها حفظٌ لأموالكم وحُرَمِكم وغيرِ ذلك من الفوائد المشاهدة. {وجعلَ لكُم من جلودِ الأنعام}: إما من الجلدِ نفسِهِ، أو مما نَبَتَ عليه من صوفٍ وشعرٍ ووبرٍ، {بيوتاً تَسۡتَخِفُّونها}؛ أي: خفيفة الحمل تكون لكم في السفر، والمنازل التي لا قَصْدَ لكم في استيطانها، فتقيكم من الحرِّ والبرد والمطرِ، وتقي متاعكم من المطر. {و} جعل لكم {من أصوافِها}؛ أي: الأنعام، {وأوبارِها وأشعارِها أثاثاً}: وهذا شاملٌ لكلِّ ما يُتَّخذ منها من الآنية والأوعية والفُرُش والألبسة والأجِلَّة وغير ذلك. {ومتاعاً إلى حينٍ}؛ أي: تتمتَّعون بذلك في هذه الدُّنيا وتنتفعون بها؛ فهذا مما سخَّر الله العباد لصنعته وعمله."
16,81,"{واللهُ جَعَلَ لكم مما خَلَقَ}؛ أي: من مخلوقاته التي لا صنعةَ لكم فيها، {ظلالاً}: وذلك كأظِلَّة الأشجار والجبال والآكام ونحوِهِا. {وجعل لكُم من الجبال أكناناً}؛ أي: مغارات تُكِنُّكم من الحرِّ والبرد والأمطار والأعداء. {وجَعَلَ لكم سرابيلَ}؛ أي: ألبسة وثياباً، {تقيكُمُ الحرَّ}: ولم يذكُرِ الله البردَ؛ لأنَّه قد تقدَّم أنَّ هذه السورة أولها في أصول النعم وآخرها في مكمِّلاتها ومتمِّماتها، ووقاية البرد من أصول النِّعم؛ فإنَّه من الضرورة وقد ذكره في أولها في قوله:{لكُم فيها دِفۡءٌ ومنافعُ}. و {تقيكُم بأسَكُم}؛ أي: وثياباً تَقيكم وقت البأس والحرب من السلاح، وذلك كالدُّروع والزُّرود ونحوها. {كذلك يُتِمُّ نعمتَه عليكم}: حيث أسبغَ عليكم من نعمِهِ ما لا يدخُلُ تحت الحصر. {لعلَّكم}: إذا ذكرتُم نعمة الله ورأيتموها غامرةً لكم من كلِّ وجه؛ {تُسۡلِمونَ}: لعظمتِهِ وتنقادون لأمرِهِ وتصرفونها في طاعة مُوليها ومُسْديها؛ فكثرةُ النعم من الأسباب الجالبة من العباد مزيدَ الشُّكر والثناء بها على الله تعالى."
16,82,"ولكنْ أبى الظالمونَ إلاَّ تمرُّداً وعناداً، ولهذا قال الله عنهم:{فإنۡ تَوَلَّوا}: عن الله وعن طاعته بعدما ذُكِّروا بنعمه وآياته، {فإنَّما عليك البلاغُ المبين}: ليس عليك من هدايتهم وتوفيقهم شيءٌ، بل أنت مطالَبٌ بالوعظ والتَّذْكير والإنذار والتحذير."
16,83,"فإذا أدَّيْت ما عليك؛ فحسابُهم على الله؛ فإنَّهم يَرَوْنَ الإحسان ويعرفون نعمةَ الله، ولكنَّهم يُنْكِرونَها ويَجْحَدونها. {وأكثرُهُم الكافرونَ}: لا خير فيهم، وما ينفعهم توالي الآيات؛ لفساد مشاعرهم وسوء قصودهم، وسيَرَوْنَ جزاء الله لكلِّ جبارٍ عنيدٍ كفورٍ للنعم متمرِّدٍ على الله وعلى رسله."
16,84,16:86
16,85,16:86
16,86,"{وإذا رأى الذين أشركوا شركاءهم}: يوم القيامة، وعلموا بطلانها، ولم يمكِنْهم الإنكار، {قالوا ربَّنا هؤلاء شركاؤنا الذين كُنَّا ندعو من دونِكَ}: ليس عندها نفعٌ ولا شفعٌ، فنوَّهوا بأنفسهم ببطلانها، وكفروا بها، وبدت البغضاءُ والعداوةُ بينَهم وبينَها، {فألقَوۡا إليهم القول}؛ أي: ردَّتْ عليهم شركاؤهم عليهم قولهم، فقالت لهم:{إنَّكم لكاذبون}: حيثُ جعلتُمونا شركاء لله وعبدتُمونا معه، فلم نأمُرْكم بذلك، ولا زَعَمْنا أنَّ فينا استحقاقاً للألوهيَّة؛ فاللوم عليكم."
16,87,"فحينئذٍ استسلموا لله، وخضعوا لحكمه، وعلموا أنهم مستحقون للعذاب، {وضلَّ عنهم ما كانوا يفترون}: فدخلوا النارَ وقد امتلأت قلوبُهم من مَقْتِ أنفسهم ومن حَمْدِ ربِّهم، وأنَّه لم يعاقِبْهم إلاَّ بما كسبوا."
16,88,"حيث كفروا بأنفسهم، وكذَّبوا بآيات الله، وحاربوا رُسُلَه، وصدُّوا الناس عن سبيل الله، وصاروا دعاةً إلى الضلال، فاستحقُّوا مضاعفة العذاب كما تضاعَفَ جرمُهم، وكما أفسدوا في أرض الله."
16,89,"لما ذَكَرَ فيما تقدَّم أنه يبعث في كلِّ أمةٍ شهيداً؛ ذكر ذلك أيضاً هنا، وخصَّ منهم هذا الرسول الكريم، فقال:{وجئنا بك شهيداً على هؤلاء}؛ أي: على أمَّتك تشهد عليهم بالخير والشرِّ، وهذا من كمال عدل الله تعالى؛ أنَّ كلَّ رسول يشهدُ على أمَّته؛ لأنَّه أعظمُ اطِّلاعاً من غيره على أعمال أمته، وأعدل وأشفقُ من أن يشهدَ عليهم إلاَّ بما يستحقُّون، وهذا كقوله تعالى:{وكذلك جَعَلۡناكم أمَّةً وسطاً لتكونوا شهداء على الناس ويكون الرسول عليكم شهيداً}، وقال تعالى:{فكيف إذا جِئۡنا من كلِّ أمَّةٍ بشهيدٍ وجئنا بك على هؤلاء شهيداً. يومئذٍ يَوَدُّ الذين كفروا وعَصَوُا الرسولَ لو تُسَوَّى بهم الأرضُ}. وقوله:{ونزَّلۡنا عليك الكتابَ تبياناً لكلِّ شيءٍ}: في أصول الدين وفروعه، وفي أحكام الدارين، وكل ما يحتاج إليه العبادُ؛ فهو مبيَّن فيه أتمُّ تبيين، بألفاظ واضحةٍ ومعانٍ جليَّةٍ، حتى إنَّه تعالى يُثَنِّي فيه الأمور الكبار التي يحتاجُ القلب لمرورها عليه كلَّ وقتٍ وإعادتها في كلِّ ساعةٍ ويعيدُها ويُبديها بألفاظٍ مختلفةٍ وأدلَّةٍ متنوعةٍ لتستقرَّ في القلوب فتثمرَ من الخير والبرِّ بحسب ثبوتها في القلب، وحتى إنه تعالى يجمع في اللفظ القليل الواضح معاني كثيرةً يكون اللفظُ لها كالقاعدة والأساس. واعتبر هذا بالآية التي بعد هذه الآية، وما فيها من أنواع الأوامر والنواهي التي لا تُحصر.
فلما كان هذا القرآن تبياناً لكلِّ شيءٍ؛ صار حجَّة الله على العباد كلِّهم، فانقطعت به حجَّةُ الظالمين، وانتفع به المسلمونَ، فصار هدىً لهم يهتدون به إلى أمر دينهم ودُنياهم ورحمةً ينالون به كلَّ خير في الدُّنيا والآخرة؛ فالهدى ما نالوا به من علم نافع وعمل صالح، والرحمة ما ترتَّب على ذلك من ثواب الدُّنيا والآخرة؛ كصلاح القلب وبرِّه وطمأنينتِهِ، وتمام العقل الذي لا يتمُّ إلاَّ بتربيتِهِ على معانيه التي هي أجلُّ المعاني وأعلاها، والأعمال الكريمة والأخلاق الفاضلة والرزق الواسع والنصر على الأعداء بالقَوْل والفعل ونَيْل رضا الله تعالى وكرامتِهِ العظيمة التي لا يعلم ما فيها من النعيم المقيم إلاَّ الربُّ الرحيم."
